nombre,sexo,edad,tamaño,especie,descripcion,protectora,ubicación,peso,nivel_actividad,mi_historia,url,origen,cluster
Monchete,Male,Puppy,Large,Dog,"Nina, Cady, Petry (hembras) y Mocosin, Beny, Carloto, Monchete y Blix (machos) fueron recogidos con su madre por gente con corazón. Buscamos acogida o adopción urgente. Mi/A
Ref. (SKU): 13601
Categoría Todos los perros en adopción
Etiquetas 13600, 13601, 13602, 13603, 13604, 13605, 13606, 13607
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13601,nuevavida,4
Senda,Female,Adult,Medium,Dog,"Ref. (SKU): 13599
Categoría Todos los perros en adopción
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13599,nuevavida,4
Candela,Female,Adult,Small,Dog,"Alguien dio el aviso de una perrita, Candela, y cachorros que estaban en el campo y se escondían donde podían. Fueron a rescatarlos y allí se encontraron a esta pequeña con sus cuatro hijos, un macho y tres hembritas... Ella está muy delgada aunque se recupera muy bien, pero los cachorros estaban bien gorditos. Son de tamaño pequeño, tipo Teckel y están deseando encontrar todos unas maravillosas familias . Ma/A
Ref. (SKU): 13594
Categorías Destacados, Todos los perros en adopción
Etiquetas 13594, 13595, 13596, 13597, 13598
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13594,nuevavida,3
Nimbo,Male,Puppy,Medium,Dog,"Ref. (SKU): 13590
Categorías Cachorros destacados, Todos los perros en adopción
Etiquetas 13590, 13591, 13592, 13593
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13590,nuevavida,4
Dalco,Male,Puppy,Large,Dog,"Danko ha pasado toda su vida encerado en una casa que abandonaron unos ocupas, estuvo allí casi un año, lo cogieron desde pequeño y cuando abandonaron la casa hace ya bastantes meses, lo dejaron allí junto a un husky que salió de la casa y no volvió, se quedó allí esperando que alguien volviera a por el, casi un año solo en una casa en ruinas, los vecinos han llamado a policía y ayuntamiento pero nadie ha hecho nada por el, se ha alimentado de lo que los vecinos le pasaban a través de una abertura rota que tenía la puerta, ha dormido entre basura, pipi y excrementos, lleno de pulgas, pasando frío sin ver la calle solamente a través de la apertura de la puerta y aún así es un perro de lo más cariñoso a pesar de solo haber vivido lo peor, se merece vivir sabiendo lo que es el calor de una familia y un hogar. Mi/A
Ref. (SKU): 13578
Categorías Cachorros destacados, Todos los perros en adopción
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13578,nuevavida,3
Nachete,Male,Puppy,Small,Dog,"Nachete, Ferry y Sultanita son tres cachorretes que fueron hallados en el campo sin orientación y sin madre. Mi/Alm
Ref. (SKU): 13575
Categorías Cachorros destacados, Todos los perros en adopción
Etiquetas 13574, 13575, 13576, 13577
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13575,nuevavida,4
Shiva,Female,Adult,Large,Dog,"Shiva, Canesho y Kasandra son tres hermanitos de una camada que buscan un hogar donde crecer felices.Mi/M Shiva es una perra maravillosa. Tiene mucha energía y le encantan los kongs rellenos y la manta olfativa. Le gusta olisquear y comer todo lo que no sean sus croquetas, pero si no hay nada más, pues se las come muy contenta. Es desconfiada con las personas que no conoce, no deja que las acaricien, pero en cuanto la han visitado varias veces llora y salta, para que la den cariño. Aunque, si se le dice que no salte, se queda de pie para que le des caricias. Es muy muy cariñosa, con todos los que ha conocido y la han dado cariño y, a la persona que más quiere, con la que más disfruta y juega, es con niña con la que ha crecido. De hecho, cuando aun ningún adulto era capaz de acariciarla, se dejaba acariciar por niños y disfrutaba con ellos. Shiva es muy inteligente, aprende muy rápido cualquier cosa que se la quiera enseñar. Está acostumbrada a dormir en su camita, en otra habitación, pero siempre dentro de casa. A pesar de tener muchísima energía, la encanta tumbarse al sol y puede pasarse medio día sin moverse, disfrutando del calor. Se lleva bien con todos los perros, nunca ha tenido ningún problema con ninguno. Si alguno la ha gruñido o ladrado, se aleja y, si no, se acerca a oler, jugar y disfrutar. Creemos que es lo que más le gusta en la vida.  Normalmente, su cacharro de la comida está lleno y ella se autogestiona. No es posesiva con la comida, se puede tocar su cacharro sin gruñir. Si quiere más comida / agua hace ruido con el cacharro para que se lo rellenes. Si la ignoras lo lanza por los aires o te lo trae a ti por si no te has dado cuenta. Le encanta subirse al coche, se tumba y va muy relajada. Nosotros la subimos en la parte de atrás con arnés
Ref. (SKU): 12965
Categoría Todos los perros en adopción
Etiquetas 12965, 12966, 12967
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-12965,nuevavida,3
Neko,Male,Adult,Medium,Dog,"Ref. (SKU): 12482
Categorías ppp, Todos los perros en adopción
Etiqueta ppp
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-12482,nuevavida,4
Nero,Male,Adult,Large,Dog,"Necesita casa de acogida temporal.
Te animas? Sólo necesita una casita hasta su adopción.
Ref. (SKU): 13020
Categorías Necesita acogida, Todos los perros en adopción
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13020,nuevavida,4
Mayra,Female,Adult,Small,Dog,"Mayra necesita casa de acogida con sus tres bebes, la han abandonado en la perrera y no es sitio para una perrita y sus lactantes. Mi/Ba
Ref. (SKU): 13567
Categorías Destacados, Todos los perros en adopción
Etiquetas 13567, 13586, 13587
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13567,nuevavida,3
Togo,Male,Adult,Medium,Dog,"Nala y Togo son dos preciosos perritos que, hasta ahora, han vivido en un hogar. Su familia tiene que irse y donde van no pueden llevarlos, buscamos un hogar para ellos, juntos o separados que los cuiden como se merecen. Se han criado con niños y son totalmente sociables Mi/Ba
Ref. (SKU): 13562
Categoría Todos los perros en adopción
Etiquetas 13561, 13562
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13562,nuevavida,3
Greta pequeño corazón,Female,Adult,Small,Dog,"Fruto del abandono de quienes los utilizan, a Greta nos la trajimos hace solo unos días, gracias a su estupenda familia de acogida esta pasando de ser una perrita miedosa, apocada, que no sabia ser un "" perro"", no jugaba, no manifestaba su alegría ahora va dando pasos de gigante  y se la ve más tranquila .. Mi/Alm
Ref. (SKU): 13560
Categoría Todos los perros en adopción
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13560,nuevavida,3
Toffee/Lola,Female,Adult,Medium,Dog,"Nuestra pequeña Toffee ahora ya es toda una señorita, la adoptaron de cachorrita y de nuevo ha vuelto con nosotros, cosas de la vida..... Es una perrita muy divertida a la que le gusta jugar e investigarlo todo, convive perfectamente con otros perros y gatos. Si eres una persona activa y te gusta pasear y estar entretenido, aquí tienes a esta mozuela que te está esperando. ¡¡Adóptala!!. Mi/M
Ref. (SKU): 8656
Categorías ppp, Todos los perros en adopción
Etiquetas Ahijad@, ppp
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-8656,nuevavida,3
Chula,Female,Adult,Medium,Dog,"Cuando miras a tu alrededor y no ves absolutamente nada salvo un terreno yermo por donde casi nadie pasa, no sabes cómo Chula pudo llegar hasta allí... Se la confundió con una bolsa de basura negra y al ir a ver qué era te encuentras con una perrita buscando agua y comida, estaba totalmente deshidratada y muerta de hambre por eso se le pudo rescatar: con suaves palabras, agua y algo del bocadillo que llevaban sus rescatadores. Ya está a salvo en nuestro albergue pero necesita y se merece una casa donde estar acogida o adoptada. Lo ha debido de pasar muy mal y por eso necesitará algo de paciencia y comprensión, a cambio es una perrita muy agradecida y sabe apreciar las cosas buenas de la vida y de las que, seguramente, se ha visto privada de ellas. Chula te espera, adóptala. AL/Lo
Ref. (SKU): 13347
Categorías Albergue, Todos los perros en adopción
Etiquetas Ahijad@, albergue
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13347,nuevavida,3
Pitingo,Male,Adult,Small,Dog,"Pitingo es un perrito alegre, juguetón y cariñoso. Su familia dice que no lo puede cuidar y por ello buscamos un nuevo hogar definitivo para él. Mi/M
Ref. (SKU): 13322
Categoría Todos los perros en adopción
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13322,nuevavida,3
Reina de África,Female,Puppy,Medium,Dog,"Ref. (SKU): 13558
Categoría Todos los perros en adopción
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13558,nuevavida,4
Lucas/Rodri,Male,Adult,Medium,Dog,"Necesita casa de acogida temporal.
Te animas? Sólo necesita una casita hasta su adopción.
Lucas vivía con su dueño y amigo, vivían solos, pero eran felices. Desgraciadamente, su dueño está muy muy enfermo, está ingresado y no se prevé que regrese pronto. Por eso, el pobre Lucas ha terminado con sus huesos en una perrera. Queremos darle una oportunidad, es un perro joven y vital y se pudre entre barrotes. Es alegre y activo, que solo quiere volver a disfrutar de la vida con alguien que lo quiera. Se lleva bien con hembras y con machos que no sean dominantes . Ma/AL
Ref. (SKU): 13336
Categorías Albergue, Necesita acogida, Todos los perros en adopción
Etiquetas Ahijad@, albergue
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13336,nuevavida,3
Desy/Daisy,Female,Adult,Medium,Dog,"Condenada de por vida sin haber cometido ningún delito. Día y noche, frío o calor, en soledad. ¿Comida y agua? cuando al ""humano"" le viniera bien... Así lleva viviendo toda su existencia esta perrita. Sólo quiere compañía y cariño, es sumisa y sociable. Da mucha lástima verla en ese situación y olvidada de todo. Estos seres son muy agradecidos y se conforman con muy poco. ¿Quieres acoger o adoptar a Desy? Después de tantos años así, ella valorará enormemente tu compañía. Lo/Ca/AL
Ref. (SKU): 13552
Categorías Albergue, Todos los perros en adopción
Etiqueta albergue
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13552,nuevavida,3
Chicote,Male,Adult,Small,Dog,"A este jovenzuelo, y otros más, los tenía un cazador que se retira y a sus perros los iba a llevar a la perrera, pero menos mal que se han conseguido rescatar y nosotros nos vamos a encargar de que Chicote encuentre la estabilidad que se merece. Le encanta salir a pasear, curiosear e investigar, además de jugar. ¿Qué te parece este pequeñajo tan salado para compartir la vida contigo?. Lo/M
Ref. (SKU): 13541
Categoría Todos los perros en adopción
gestionadopciones@nuevavida-adopciones.org
Recibe el boletín mensual con noticias y consejos sobre perros y gatos:
NUEVAVIDA Adopciones  Aviso Legal – Política de Privacidad – Política de Cookies",Unknown,Unknown,,,Historia no disponible,https://nuevavida-adopciones.org/ficha-13541,nuevavida,3
